Number,Month,Day,Hour,Minute,Second,Easting (m),Northing (m),Depth (m),Magnitude Mw
14717,11,25,11,12,1,2745.0,4078.4,3382.4,-0.28
14718,11,25,11,13,3,2747.1,4080.4,3425.2,-0.35
14719,11,25,11,13,25,3775.0,4157.4,3413.6,-0.30
14720,11,25,11,13,32,2710.1,3982.9,3385.5,-0.32
14721,11,25,11,13,44,2779.1,4086.4,3459.4,-0.24
14722,11,25,11,14,9,2784.1,4169.4,3437.7,-0.24
14723,11,25,11,14,39,3611.3,3822.4,3547.3,-0.42
14724,11,25,11,14,52,2824.4,4287.4,3421.2,-0.35
14725,11,25,11,15,9,2751.1,4081.4,3436.8,-0.43
14726,11,25,11,16,12,2782.7,4106.4,3314.8,0.10
14727,11,25,11,17,3,2773.5,4165.4,3419.0,-0.41
14728,11,25,11,17,14,2751.9,4111.9,3372.5,-0.41
14729,11,25,11,17,35,4182.9,4549.9,3340.5,-0.04
14730,11,25,11,18,9,2301.2,4070.4,3394.3,-0.30
14731,11,25,11,18,14,2817.7,4297.4,3362.6,-0.16
14732,11,25,11,18,29,2720.1,3990.4,3361.3,-0.38
14733,11,25,11,19,21,2740.7,4059.4,3438.7,-0.40
14734,11,25,11,19,39,2742.5,4071.9,3454.4,-0.35
14735,11,25,11,19,45,4174.8,4563.4,3329.4,-0.24
14736,11,25,11,19,48,2727.5,4052.4,3402.2,-0.30
14737,11,25,11,22,27,2789.1,4124.9,3416.9,-0.16
14738,11,25,11,23,1,3998.5,4479.4,3398.3,-0.32
14739,11,25,11,23,6,2739.6,4053.4,3353.9,-0.26
14740,11,25,11,24,41,2801.1,4296.4,3338.6,-0.17
14741,11,25,11,24,55,2791.9,4094.9,3223.2,0.09
14742,11,25,11,25,19,2726.3,3978.4,3377.2,-0.15
14743,11,25,11,26,16,2747.2,4089.4,3377.9,-0.09
14744,11,25,11,27,42,2792.0,4111.4,3322.1,-0.09
14745,11,25,11,29,19,2754.9,4081.9,3417.1,-0.26
14746,11,25,11,29,58,2746.2,4065.9,3480.8,-0.31
14747,11,25,11,30,53,3602.6,3843.4,3438.8,-0.20
14748,11,25,11,31,31,2740.8,4057.4,3437.4,-0.21
14749,11,25,11,31,38,2809.4,4289.9,3306.0,-0.22
14750,11,25,11,31,45,2766.3,4078.4,3376.8,-0.26
14751,11,25,11,32,34,2743.8,4075.4,3440.4,-0.32
14752,11,25,11,32,51,2832.9,4269.4,3332.1,-0.13
14753,11,25,11,33,34,3587.1,3834.4,3455.5,-0.27
14754,11,25,11,33,47,2815.4,4302.4,3334.5,-0.32
14755,11,25,11,34,22,2782.7,4082.9,3441.5,-0.26
14756,11,25,11,35,34,2786.4,4197.9,3398.8,-0.23
14757,11,25,11,35,54,2807.6,4107.4,3328.8,0.27
14758,11,25,11,36,16,2795.0,4194.4,3379.2,-0.24
14759,11,25,11,36,29,2785.3,4180.4,3381.2,-0.30
14760,11,25,11,37,2,2809.7,4278.4,3438.1,-0.29
14761,11,25,11,39,15,2737.0,4093.4,3386.4,-0.08
14762,11,25,11,39,18,2817.6,4275.9,3303.3,-0.08
14763,11,25,11,39,29,2710.9,3994.9,3399.3,-0.19
14764,11,25,11,39,56,2614.3,3862.4,3484.5,-0.40
14765,11,25,11,40,12,2815.4,4279.9,3454.0,-0.29
14766,11,25,11,41,22,2788.3,4105.4,3325.2,-0.21
14767,11,25,11,41,37,2714.7,3990.4,3282.5,-0.30
14768,11,25,11,42,22,2751.6,4077.4,3509.0,-0.34
14769,11,25,11,42,28,2803.1,4269.4,3415.8,-0.32
14770,11,25,11,42,33,2827.4,4302.4,3293.6,-0.26
14771,11,25,11,43,54,2782.6,4094.9,3436.3,-0.22
14772,11,25,11,44,50,2752.3,4080.4,3538.5,-0.17
14773,11,25,11,45,4,2585.5,3853.4,3356.7,-0.35
14774,11,25,11,45,38,3027.1,4445.4,3836.7,-0.22
14775,11,25,11,46,37,2801.3,4105.4,3375.7,0.25
14776,11,25,11,48,37,2714.7,4047.4,3458.9,-0.37
14777,11,25,11,48,41,3584.1,3795.9,3418.5,-0.36
14778,11,25,11,48,47,2812.7,4256.9,3316.8,-0.55
14779,11,25,11,48,52,2719.9,3987.4,3307.2,-0.20
14780,11,25,11,50,1,2810.0,4111.4,3437.2,-0.33
14781,11,25,11,50,9,2785.3,4169.4,3366.4,-0.26
14782,11,25,11,50,21,2732.7,4075.4,3452.4,-0.28
14783,11,25,11,50,47,2842.8,4282.4,3400.9,-0.30
14784,11,25,11,51,8,4055.3,4484.9,3455.2,-0.21
14785,11,25,11,51,20,2730.3,4052.4,3411.8,-0.26
14786,11,25,11,52,57,2306.1,4069.4,3401.0,-0.32
14787,11,25,11,53,9,2742.7,4099.4,3440.8,-0.34
14788,11,25,11,53,51,2771.8,4111.4,3396.8,-0.57
14789,11,25,11,54,22,2745.4,4050.4,3411.6,-0.32
14790,11,25,11,54,28,2829.9,4298.9,3455.0,-0.29
14791,11,25,11,54,32,2733.0,4072.4,3307.8,-0.11
14792,11,25,11,54,36,4036.4,4408.4,3291.0,0.30
14793,11,25,11,55,38,2309.3,4086.4,3373.9,-0.11
14794,11,25,11,55,41,2830.4,4241.4,3475.5,-0.28
14795,11,25,11,55,48,2304.2,4083.4,3253.4,-0.24
14796,11,25,11,55,56,2348.1,4093.4,3286.9,-0.32
14797,11,25,11,58,3,2711.2,3978.4,3208.8,-0.12
14798,11,25,11,58,16,2805.1,4098.4,3482.0,-0.09
14799,11,25,11,58,40,2753.8,4080.4,3327.2,-0.09
14800,11,25,11,58,45,2797.8,4080.9,3277.5,0.31
14801,11,25,12,0,5,2787.7,4258.4,3438.1,0.00
14802,11,25,12,0,37,2810.4,4222.9,3426.2,-0.54
14803,11,25,12,3,46,2772.3,4048.9,3475.6,-0.13
14804,11,25,12,4,23,2734.3,4074.4,3367.7,-0.03
14805,11,25,12,5,4,2781.7,4257.4,3390.4,-0.23
14806,11,25,12,7,27,2750.5,4074.4,3490.9,-0.08
14807,11,25,12,8,47,2782.1,4083.4,2948.9,-0.23
14808,11,25,12,9,1,2835.9,4339.4,3342.3,-0.26
14809,11,25,12,9,15,2813.1,4329.4,3544.8,-0.25
14810,11,25,12,9,49,2736.8,4053.9,3328.7,-0.30
14811,11,25,12,10,39,2796.0,4136.4,3347.0,0.17
14812,11,25,12,13,13,2782.9,4083.4,3337.8,-0.28
14813,11,25,12,13,50,2714.8,3970.9,3252.1,-0.09
14814,11,25,12,14,17,2758.4,4061.4,3327.5,-0.26
14815,11,25,12,17,14,2789.4,4102.9,3306.2,0.15
14816,11,25,12,17,31,2719.5,4053.9,3445.4,-0.31
14817,11,25,12,20,12,2778.1,4090.4,3356.5,-0.27
14818,11,25,12,20,41,2764.1,4076.9,3437.4,-0.15
14819,11,25,12,21,19,2747.3,4074.4,3409.9,-0.36
14820,11,25,12,21,21,2778.1,4033.9,3418.3,-0.36
14821,11,25,12,21,32,2787.3,4111.4,3372.2,0.07
14822,11,25,12,22,13,3302.9,5040.4,3337.6,-0.13
14823,11,25,12,22,49,2753.0,4121.4,3371.4,-0.40
14824,11,25,12,24,27,2702.8,3973.4,3456.7,-0.30
14825,11,25,12,24,55,2764.1,4067.4,3394.7,-0.38
14826,11,25,12,26,27,2853.0,4302.4,3446.9,-0.24
14827,11,25,12,27,11,2738.5,4068.9,3301.5,-0.22
14828,11,25,12,27,29,2744.4,4097.9,3472.9,-0.11
14829,11,25,12,27,43,2747.5,4181.4,3372.9,-0.13
14830,11,25,12,27,46,4180.5,4607.9,3296.3,-0.23
14831,11,25,12,28,9,2781.0,4067.4,3423.6,-0.03
14832,11,25,12,30,17,2775.3,4092.9,3409.3,-0.21
14833,11,25,12,31,2,2834.2,4221.9,3342.9,-0.27
14834,11,25,12,32,43,2780.2,4121.4,3434.8,-0.20
14835,11,25,12,33,9,2748.8,4067.4,3410.5,-0.33
14836,11,25,12,33,41,2760.8,4080.4,3377.4,-0.30
14837,11,25,12,34,33,2788.0,4133.4,3396.7,-0.37
14838,11,25,12,34,56,2795.6,4109.4,3372.0,-0.16
14839,11,25,12,35,18,2727.5,4037.9,3456.7,-0.25
14840,11,25,12,35,24,2763.3,4038.4,3276.5,-0.26
14841,11,25,12,35,29,2731.4,4054.4,3443.2,-0.34
14842,11,25,12,35,56,2762.5,4083.4,3402.3,-0.10
14843,11,25,12,36,16,2709.3,3995.9,3336.5,-0.36
14844,11,25,12,36,25,2795.3,4206.4,3432.3,-0.10
14845,11,25,12,36,47,2733.9,4071.9,3424.5,-0.40
14846,11,25,12,38,6,2726.3,4061.4,3371.8,-0.20
14847,11,25,12,39,31,2818.8,4220.4,3348.2,-0.29
14848,11,25,12,40,20,2790.3,4102.9,3423.0,0.15
14849,11,25,12,40,42,2732.0,4043.9,3528.7,-0.23
14850,11,25,12,41,26,2798.4,4127.4,3377.8,0.09
14851,11,25,12,46,27,2769.1,4071.4,3384.6,-0.10
14852,11,25,12,46,35,2794.0,4094.9,3466.8,0.15
14853,11,25,12,48,3,2608.0,3921.9,3404.5,-0.13
14854,11,25,12,48,19,2817.1,4229.9,3341.2,-0.19
14855,11,25,12,49,34,2783.6,4082.4,3245.0,-0.27
14856,11,25,12,50,11,3096.3,4533.9,3698.7,-0.23
14857,11,25,12,50,14,2721.0,3982.4,3251.2,-0.26
14858,11,25,12,50,31,2759.6,4052.4,3495.6,-0.27
14859,11,25,12,52,10,2793.6,4073.4,3469.0,-0.26
14860,11,25,12,52,39,2770.6,4073.4,3375.0,-0.12
14861,11,25,12,53,12,2759.7,4048.9,3372.0,-0.22
14862,11,25,12,53,19,2766.4,4054.9,3363.2,-0.22
14863,11,25,12,55,55,2797.2,4083.4,3361.5,-0.31
14864,11,25,12,56,23,2752.3,4076.9,3451.3,-0.18
14865,11,25,12,57,20,2823.9,4111.4,3346.4,-0.18
14866,11,25,12,57,54,2756.4,4064.9,3353.5,-0.05
14867,11,25,12,58,44,3981.9,4478.9,3403.8,-0.14
14868,11,25,12,58,49,3994.8,4404.4,3437.7,-0.08
14869,11,25,12,58,53,2789.8,4125.4,3320.6,-0.08
14870,11,25,12,58,55,2775.8,4120.9,3330.6,-0.13
14871,11,25,12,59,41,2738.9,4079.4,3365.5,-0.76
14872,11,25,13,0,42,3972.7,4468.4,3342.2,-0.45
14873,11,25,13,1,21,2799.7,4074.4,3229.2,0.29
14874,11,25,13,2,58,2761.4,4228.4,3141.8,-0.21
14875,11,25,13,3,29,2828.4,4273.4,3294.5,0.07
14876,11,25,13,3,45,2811.9,4256.4,3414.8,-0.30
14877,11,25,13,4,33,2756.2,4065.4,3416.0,-0.18
14878,11,25,13,5,12,4167.6,4423.4,3353.1,-0.26
14879,11,25,13,6,27,2758.0,4073.9,3426.4,-0.27
14880,11,25,13,7,53,4171.8,4509.4,3378.8,-0.28
14881,11,25,13,8,17,2746.8,4079.4,3404.9,-0.27
14882,11,25,13,8,37,2753.4,4051.4,3275.2,-0.08
14883,11,25,13,8,40,4174.6,3525.4,2180.4,-0.71
14884,11,25,13,9,56,2602.6,3929.9,3424.5,-0.31
14885,11,25,13,11,28,2720.0,4029.4,3382.5,-0.14
14886,11,25,13,11,36,2762.4,4075.4,3403.1,-0.20
14887,11,25,13,12,3,2792.8,4197.4,3357.8,-0.15
14888,11,25,13,12,18,2766.9,4099.9,3407.2,-0.04
14889,11,25,13,12,33,2839.8,4229.4,3403.7,-0.06
14890,11,25,13,14,24,2765.4,4062.4,3337.9,-0.24
14891,11,25,13,14,58,2755.4,4071.9,3399.5,-0.29
14892,11,25,13,15,12,2777.7,4047.4,3424.0,-0.33
14893,11,25,13,15,35,2756.2,4242.9,3329.5,-0.16
14894,11,25,13,16,36,2724.9,4033.4,3521.5,-0.25
14895,11,25,13,17,2,3602.3,3825.4,3479.3,-0.13
14896,11,25,13,17,37,4271.3,4635.9,3370.5,-0.07
14897,11,25,13,18,36,2834.7,4226.9,3370.2,-0.18
14898,11,25,13,18,53,3632.0,3818.4,3474.4,-0.07
14899,11,25,13,18,55,3600.4,3802.9,3424.6,-0.19
14900,11,25,13,19,8,2732.6,4055.9,3426.9,-0.08
14901,11,25,13,19,20,2778.9,4052.4,3402.3,-0.13
14902,11,25,13,19,52,2768.8,4079.4,3400.8,-0.03
14903,11,25,13,20,4,4375.7,4594.9,3482.7,-0.09
14904,11,25,13,22,43,2732.0,4041.4,3373.5,-0.19
14905,11,25,13,23,22,2769.4,4071.4,3338.2,-0.18
14906,11,25,13,24,4,2790.2,4106.4,3415.1,-0.05
14907,11,25,13,24,24,2740.8,4050.4,3308.3,-0.19
14908,11,25,13,24,32,2314.3,4071.4,3277.8,-0.30
14909,11,25,13,26,31,2731.7,4044.9,3479.1,-0.27
14910,11,25,13,27,6,2825.5,4306.4,3303.9,-0.32
14911,11,25,13,27,33,2830.2,4132.4,3323.4,-0.32
14912,11,25,13,28,42,2756.2,4067.4,3311.7,-0.29
14913,11,25,13,29,0,2743.4,4108.4,3309.8,-0.25
14914,11,25,13,30,23,2736.9,4066.9,3372.2,-0.24
14915,11,25,13,30,35,2880.9,4051.4,3290.8,-0.14
14916,11,25,13,30,37,2790.3,4133.4,3280.0,-0.15
14917,11,25,13,34,14,2754.2,4053.4,3479.3,-0.08
14918,11,25,13,34,57,2608.7,3921.9,3444.3,-0.37
14919,11,25,13,35,13,2744.9,4072.9,3411.0,-0.29
14920,11,25,13,35,21,2718.8,3997.4,3300.5,-0.21
14921,11,25,13,35,50,2754.4,4082.9,3472.1,-0.26
14922,11,25,13,35,58,2739.2,4012.4,3365.1,-0.51
14923,11,25,13,39,33,2762.5,4094.9,3382.1,-0.39
14924,11,25,13,41,42,2802.6,4084.4,3302.3,-0.47
14925,11,25,13,42,5,2761.4,4086.9,3328.4,-0.29
14926,11,25,13,46,34,2750.2,4070.4,3425.2,0.09
14927,11,25,13,47,40,2849.2,4119.4,3421.0,-0.31
14928,11,25,13,47,56,2724.1,4043.9,3387.5,-0.27
14929,11,25,13,48,0,2855.1,4090.9,3422.8,-0.39
14930,11,25,13,48,58,2730.2,4039.9,3308.0,-0.33
14931,11,25,13,50,39,2748.4,4045.9,3406.4,-0.16
14932,11,25,13,51,49,2778.9,4090.9,3433.9,-0.31
14933,11,25,13,53,35,2739.6,3990.4,3314.3,-0.25
14934,11,25,13,54,13,2780.0,4095.9,3378.3,-0.27
14935,11,25,13,56,19,2818.0,4310.4,3423.6,-0.12
14936,11,25,13,56,33,2789.4,4204.9,3377.2,-0.18
14937,11,25,13,57,38,2756.5,4065.9,3351.9,-0.11
14938,11,25,13,57,44,2772.3,4254.9,3377.3,-0.31
14939,11,25,13,58,25,2746.8,4055.4,3362.8,0.01
14940,11,25,14,0,3,2737.1,4027.4,3365.0,0.00
14941,11,25,14,1,20,2789.3,4106.4,3437.5,0.03
14942,11,25,14,2,21,4098.4,4770.9,3360.2,0.12
14943,11,25,14,2,33,2758.8,4108.9,3296.0,-0.04
14944,11,25,14,4,29,2864.9,4109.4,3324.8,-0.08
14945,11,25,14,5,35,2733.8,4073.4,3375.7,-0.05
14946,11,25,14,8,0,4229.8,4496.9,3436.2,-0.11
14947,11,25,14,10,51,2766.9,4068.4,3294.1,0.02
14948,11,25,14,11,18,2874.8,4078.9,3339.8,-0.20
14949,11,25,14,12,20,2757.5,4059.4,3428.0,-0.16
14950,11,25,14,13,3,2804.0,4288.9,3243.1,-0.31
14951,11,25,14,13,26,2742.3,4032.9,3418.5,0.06
14952,11,25,14,14,35,2719.3,4031.9,3409.1,-0.22
14953,11,25,14,16,39,2725.0,3995.4,3331.9,-0.23
14954,11,25,14,16,43,2715.7,3991.4,3339.2,-0.27
14955,11,25,14,17,34,2739.4,4069.9,3438.7,-0.16
14956,11,25,14,18,29,2731.7,4057.4,3440.0,-0.22
14957,11,25,14,20,4,2753.9,4081.4,3436.4,-0.14
14958,11,25,14,23,23,2840.1,4237.4,3395.1,-0.81
14959,11,25,14,24,28,4212.4,4518.9,3260.6,-0.21
14960,11,25,14,25,2,2584.7,3859.9,3385.9,-0.39
14961,11,25,14,25,55,2778.6,4071.4,3464.4,-0.30
14962,11,25,14,26,39,2770.4,4081.4,3337.6,-0.23
14963,11,25,14,26,56,2760.4,4044.4,3358.8,-0.39
14964,11,25,14,28,7,2743.6,4042.4,3351.2,0.05
14965,11,25,14,33,2,2761.3,4052.4,3407.5,-0.08
14966,11,25,14,34,48,2834.7,4116.4,3395.5,-0.15
14967,11,25,14,35,24,2756.6,4138.4,3282.4,-0.21
14968,11,25,14,38,13,2328.1,4112.9,3171.6,NaN
14969,11,25,14,38,24,2718.7,4034.9,3424.6,NaN
14970,11,25,14,39,42,2719.5,4041.4,3457.5,NaN
14971,11,25,14,41,1,2815.8,4122.4,3441.6,NaN
14972,11,25,14,43,1,2733.3,4061.9,3390.8,0.01
14973,11,25,14,43,58,2771.3,4062.4,3405.5,0.18
14974,11,25,14,45,54,2785.5,4169.4,3323.0,-0.47
14975,11,25,14,46,0,2730.7,3982.9,3340.2,0.16
14976,11,25,14,49,45,2840.8,4082.4,3430.4,-0.14
14977,11,25,14,49,50,2328.7,4066.4,3217.8,-0.15
14978,11,25,14,50,32,2732.0,4068.4,3340.7,-0.02
14979,11,25,14,52,43,2705.3,3885.4,3513.6,-0.03
14980,11,25,14,54,31,2318.4,4020.9,3352.1,-0.18
14981,11,25,14,59,27,2867.9,4052.4,3441.1,-0.45
14982,11,25,15,0,31,2875.6,4072.4,3421.2,-0.24
14983,11,25,15,1,26,4250.8,4827.9,3410.2,-0.17
14984,11,25,15,3,0,2769.7,4086.4,3307.4,0.02
14985,11,25,15,3,59,2836.4,4306.9,3221.4,-0.01
14986,11,25,15,4,21,2830.0,4227.9,3551.6,-0.04
14987,11,25,15,6,57,2890.1,3903.4,3290.3,0.05
14988,11,25,15,7,27,2829.2,4218.4,3461.0,-0.19
14989,11,25,15,8,30,2676.0,3984.4,3411.2,-0.21
14990,11,25,15,8,38,2862.6,4110.9,3377.2,-0.14
14991,11,25,15,9,43,2731.3,4066.9,3262.5,-0.01
14992,11,25,15,11,11,4163.8,4732.4,3345.5,0.12
14993,11,25,15,13,26,2904.9,4063.9,3422.8,-0.27
14994,11,25,15,16,0,2874.8,3994.4,3354.4,-0.13
14995,11,25,15,16,14,2822.0,4046.4,3434.6,-0.07
14996,11,25,15,18,48,2749.7,4060.4,3391.7,-0.12
14997,11,25,15,20,48,2787.6,4102.4,3283.8,0.06
14998,11,25,15,21,2,4069.9,4449.4,3284.5,-0.01
14999,11,25,15,21,27,4126.4,4456.9,3354.5,-0.11
15000,11,25,15,22,42,2607.6,3823.4,3459.6,-0.03
15001,11,25,15,25,23,2761.3,4086.4,3457.6,0.12
15002,11,25,15,28,21,2764.1,4172.4,3271.8,-0.10
15003,11,25,15,28,42,2829.3,4266.4,3440.3,-0.10
15004,11,25,15,29,57,3614.9,3821.9,3323.0,-0.16
15005,11,25,15,31,48,2753.8,4054.4,3261.3,-0.34
15006,11,25,15,31,53,3607.4,3818.4,3351.4,-0.26
15007,11,25,15,33,3,2696.9,3998.4,3430.9,-0.23
15008,11,25,15,36,20,4073.6,4750.9,3295.5,-0.29
15009,11,25,15,44,56,2745.9,4107.4,3308.6,0.15
15010,11,25,15,53,12,2834.2,4072.4,3570.6,0.21
15011,11,25,15,53,30,4151.9,4540.4,3451.6,0.12
15012,11,25,15,54,46,2762.1,4067.9,3427.7,0.12
15013,11,25,15,54,50,4179.1,4460.9,3607.4,0.20
15014,11,25,15,55,19,4122.3,4439.4,3660.2,0.35
15015,11,25,15,55,26,2610.4,3884.4,3343.3,0.40
15016,11,25,15,56,21,4133.2,4485.4,3458.6,0.26
15017,11,25,15,56,31,4162.4,4596.4,3496.3,0.34
15018,11,25,15,57,53,4100.9,4551.4,3428.4,0.32
15019,11,25,16,1,30,3289.0,4927.4,2949.0,-0.03
15020,11,25,16,2,32,2744.8,3992.4,3343.5,-0.01
15021,11,25,16,2,53,2602.2,3838.9,3405.8,0.13
15022,11,25,16,3,47,2724.3,4002.4,3298.7,0.14
15023,11,25,16,6,9,2613.0,3895.4,3460.3,0.18
15024,11,25,16,10,7,2750.4,4036.9,3470.4,0.07
15025,11,25,16,11,50,2783.7,4081.4,3462.9,0.00
15026,11,25,16,15,38,2846.0,4074.9,3360.1,-0.02
15027,11,25,16,19,20,2832.4,4246.9,3365.0,-0.06
15028,11,25,16,23,44,2788.1,4212.9,3384.2,0.24
15029,11,25,16,33,24,2852.7,4097.4,3432.4,-0.07
15030,11,25,16,36,57,2853.5,3996.4,3387.8,0.12
15031,11,25,16,43,8,2723.4,4049.4,3367.6,-0.03
15032,11,25,16,43,47,2769.3,4117.4,3385.2,0.04
15033,11,25,16,45,28,2768.4,4168.4,3347.0,0.06
15034,11,25,16,46,55,2737.6,4066.4,3396.2,-0.07
15035,11,25,16,47,1,2300.4,4091.4,3308.2,-0.05
15036,11,25,16,51,12,2792.6,4052.4,3413.5,-0.11
15037,11,25,16,52,11,2547.5,3896.4,3390.7,0.14
15038,11,25,16,59,26,2823.6,4257.4,3426.3,0.03
15039,11,25,17,1,27,4025.8,4428.4,3441.8,0.32
15040,11,25,17,1,39,4042.4,4417.9,3267.1,0.33
15041,11,25,17,1,51,2770.2,4102.4,3397.3,0.19
15042,11,25,17,4,50,4121.8,4531.4,3320.6,0.08
15043,11,25,17,5,17,3607.8,3796.9,3481.7,0.10
15044,11,25,17,6,6,4106.8,4553.4,3569.6,-0.05
15045,11,25,17,6,17,3630.1,3834.9,3507.4,0.15
15046,11,25,17,8,56,4199.4,4484.4,3531.8,0.24
15047,11,25,17,10,36,3995.8,4527.4,3280.3,0.07
15048,11,25,17,12,2,4172.0,4434.9,3277.5,0.28
15049,11,25,17,13,46,4051.7,4445.9,3278.1,0.11
15050,11,25,17,14,32,4192.8,4491.4,3262.3,0.02
15051,11,25,17,14,57,2790.1,4046.4,3356.5,0.03
15052,11,25,17,16,47,2702.7,4016.4,3428.9,0.19
15053,11,25,17,17,35,2756.1,4062.4,3478.0,0.22
15054,11,25,17,19,32,4162.9,4462.4,3160.9,0.25
15055,11,25,17,23,16,2768.8,4232.9,3309.5,-0.19
15056,11,25,17,27,23,2790.7,4122.9,3448.2,0.26
15057,11,25,17,27,51,4178.9,4437.9,3225.6,0.21
15058,11,25,17,35,26,2789.1,4088.4,3441.9,0.14
15059,11,25,17,41,44,4702.8,5777.9,3454.6,-0.28
15060,11,25,17,43,28,4151.3,4469.4,3262.2,0.50
15061,11,25,17,45,53,2742.8,4060.4,3566.8,-0.03
15062,11,25,17,46,33,2764.1,4046.9,3301.8,-0.14
15063,11,25,18,8,22,3361.2,4042.4,3756.2,-0.19
15064,11,25,18,10,13,3796.6,4038.9,3310.8,0.40
15065,11,25,18,10,56,2809.3,4278.4,3480.9,0.12
15066,11,25,18,20,45,2289.4,4100.4,3370.1,0.14
15067,11,25,18,26,23,2733.7,4078.4,3394.5,-0.01
15068,11,25,18,26,31,2711.3,4124.4,3209.6,0.43
15069,11,25,18,30,15,2608.2,3906.4,3327.0,0.06
15070,11,25,18,31,53,2639.3,3895.9,3366.5,0.31
15071,11,25,18,40,55,3255.3,4023.4,3833.5,0.13
15072,11,25,18,51,7,3613.7,3784.4,3411.4,NaN
15073,11,25,18,52,36,4228.5,4497.4,3413.6,0.35
15074,11,25,18,55,5,3385.4,3965.9,3842.7,-0.25
15075,11,25,18,58,41,4162.1,4823.4,3242.7,NaN
15076,11,25,19,1,12,3285.9,4118.4,3862.0,-0.04
15077,11,25,19,6,25,4182.8,4639.9,3329.7,0.08
15078,11,25,19,10,59,3285.8,4024.9,3821.4,-0.17
15079,11,25,19,13,7,2763.6,4079.4,3471.2,0.06
15080,11,25,19,13,12,2727.7,4049.4,3279.3,0.04
15081,11,25,19,14,44,4248.3,4616.4,3464.1,-0.06
15082,11,25,19,14,53,2741.7,4071.4,3449.9,-0.13
15083,11,25,19,15,54,4194.5,4705.4,3357.9,0.26
15084,11,25,19,20,45,3306.4,5048.9,3500.4,0.00
15085,11,25,19,24,32,4124.8,4349.4,3313.2,0.28
15086,11,25,19,26,20,2838.5,4072.4,3312.7,-0.02
15087,11,25,19,29,43,4114.7,4343.4,3422.2,0.35
15088,11,25,19,30,13,4194.0,4806.4,3446.4,0.25
15089,11,25,19,35,10,3946.0,4391.9,3433.4,0.30
15090,11,25,19,41,28,2710.1,4006.4,3390.7,0.02
15091,11,25,20,9,52,2830.6,4138.4,3459.6,-0.03
15092,11,25,20,11,27,3104.9,3692.4,3423.3,-0.02
15093,11,25,20,13,4,2792.0,4024.4,3284.6,0.24
15094,11,25,20,20,12,3373.1,4073.4,3884.0,0.39
15095,11,25,20,21,29,3509.4,4061.4,4486.6,0.36
15096,11,25,20,21,46,4171.5,4419.4,3293.4,0.32
15097,11,25,20,24,39,2388.2,4142.4,3362.8,0.22
15098,11,25,20,27,38,3413.1,3993.4,3816.3,0.43
15099,11,25,20,29,50,3042.8,3976.4,3984.1,0.19
15100,11,25,20,33,32,4072.6,4750.4,3411.6,0.41
15101,11,25,20,47,7,4201.4,4511.4,3162.1,0.20
15102,11,25,20,48,5,2836.4,4253.4,3273.0,0.05
15103,11,25,20,50,30,4317.4,4842.9,3274.3,0.25
15104,11,25,21,8,10,2801.7,4069.9,3348.3,-0.36
15105,11,25,21,9,54,4287.5,4753.4,3437.8,NaN
15106,11,25,21,19,54,2815.0,4278.4,3266.1,0.44
15107,11,25,21,24,1,2813.1,4223.4,3437.6,2.89
15108,11,25,21,28,1,2775.4,4070.4,3308.4,NaN
15109,11,25,21,29,34,2769.4,4056.4,3305.2,0.21
15110,11,25,21,29,52,2832.0,4362.4,3327.2,-0.13
15111,11,25,21,33,37,2773.1,4158.4,3260.4,-0.06
15112,11,25,21,34,25,4121.8,4802.9,3322.8,0.28
15113,11,25,21,35,20,2839.0,4173.9,3343.3,-0.10
15114,11,25,21,36,33,4252.9,4696.9,3388.7,-0.05
15115,11,25,21,38,38,2840.7,4311.9,3315.2,0.19
15116,11,25,21,39,28,2785.4,4159.4,3355.5,0.20
15117,11,25,21,42,7,2768.3,4048.9,3301.7,0.42
15118,11,25,21,46,19,2783.1,4035.4,3323.4,0.37
15119,11,25,21,51,28,2802.2,4385.4,3293.3,0.12
15120,11,25,21,53,49,2792.6,4158.4,3387.1,0.06
15121,11,25,21,54,21,2788.9,4153.4,3241.6,0.23
15122,11,25,21,55,49,3979.8,4485.4,3329.1,0.06
15123,11,25,22,0,28,4243.1,4681.4,3587.0,-0.17
15124,11,25,22,6,31,4198.3,4710.9,3267.9,0.78
15125,11,25,22,10,34,4210.2,4750.4,3403.1,0.00
15126,11,25,22,12,12,2841.1,4409.4,3543.3,0.28
15127,11,25,22,17,29,2801.3,4026.4,3219.2,0.08
15128,11,25,22,20,24,4112.2,4781.4,3388.8,0.02
15129,11,25,22,22,19,3184.8,5037.4,3383.3,-0.56
15130,11,25,22,25,58,2813.3,4260.9,3499.4,-0.61
15131,11,25,22,26,14,2805.1,4290.4,3301.1,-0.48
15132,11,25,22,31,25,4202.6,4739.4,3255.3,0.33
15133,11,25,22,33,19,4244.6,4859.4,3414.3,0.10
15134,11,25,22,34,54,3588.4,3788.9,3436.8,-0.95
15135,11,25,22,39,12,4151.5,4514.9,3080.3,-0.22
15136,11,25,22,40,27,2800.1,4019.4,3353.4,-0.08
15137,11,25,22,42,14,2281.8,4064.4,3217.7,NaN
15138,11,25,22,43,29,4073.7,4421.9,3308.6,0.18
15139,11,25,22,49,13,4169.9,4476.4,3274.7,-0.45
15140,11,25,22,55,46,2825.0,4277.9,3497.7,-0.02
15141,11,25,23,0,5,4145.6,4470.4,3464.8,0.00
15142,11,25,23,1,58,2797.3,4124.4,3454.3,-0.14
